client_number,customer_name,card_category,annual_fees,activation,customer_execuation_cast,week_start,week_number,quater,current_year,credit_limit,total_revolving_balance,total_transection_amount,total_transection_count,average_utilization_ratio,use_chip,expendeture_type,interest_earn,deliquent_account
C100383,Rehan Siddiqui,Blue,20,1,42.86,2024-11-11,46,4,2024,3389,486.62,481.29,6,0.1436,online,Healthcare,104.64,0
C100384,Hassan Aslam,Silver,50,1,62.18,2024-07-01,27,3,2024,7300,4421.25,1066.48,12,0.6057,online,Education,808.66,1
C100385,Mohammad Riaz,Gold,150,1,102.02,2024-08-19,34,3,2024,12715,2233.02,9256.27,28,0.1756,swipe,Shopping,552.28,0
C100386,Mumtaz Aslam,Blue,20,1,38.35,2024-04-15,16,2,2024,2557,2087.28,341.92,6,0.8163,online,Entertainment,486.73,1
C100387,Yahya Zafar,Silver,50,1,40.05,2024-09-02,36,3,2024,6257,2646.01,1514.47,9,0.4229,online,Food,622.91,1
C100388,Imran Khan,Blue,20,1,46.78,2024-08-12,33,3,2024,3597,1148.91,556.16,6,0.3194,online,Food,310.27,0
C100389,Leen Rashid,Platinum,300,1,374.32,2024-11-25,48,4,2024,43070,24823.97,100216.45,94,0.5764,online,Travel,3608.11,0
C100390,Ibrahim Ahmed,Gold,150,1,133.72,2024-07-08,28,3,2024,11416,4471.99,4477.97,26,0.3917,swipe,Travel,730.98,1
C100391,Maryam Hashmi,Gold,150,1,152.42,2024-11-25,48,4,2024,11290,3190.68,5670.67,17,0.2826,chip,Grocery,734.93,1
C100392,Naveed Ahmed,Blue,20,1,33.77,2024-12-09,50,4,2024,2165,1360.88,204.83,5,0.6286,online,Food,256.66,1
C100393,Hamza Pervez,Blue,20,1,27.86,2024-12-16,51,4,2024,3846,1255.77,275.12,5,0.3265,chip,Education,302.14,1
C100394,Nadia Ahmed,Gold,150,1,166.69,2024-06-03,23,2,2024,16245,5960.93,12498.33,34,0.3669,online,Entertainment,1579.12,1
C100395,Hussain Mir,Platinum,300,1,228.11,2024-09-23,39,3,2024,25536,4314.52,23885.26,54,0.169,swipe,Food,778.57,0
C100396,Noor Farooq,Silver,50,1,47.45,2024-03-18,12,1,2024,6827,2767.9,2199.03,20,0.4054,online,Fuel,452.21,0
C100397,Sana Ahmed,Platinum,300,1,196.24,2024-03-04,10,1,2024,27896,8955.0,33159.92,59,0.321,swipe,Healthcare,2685.57,0
C100398,Leen Zafar,Gold,150,1,87.06,2024-11-25,48,4,2024,16302,6146.54,10166.94,42,0.377,chip,Utilities,1662.96,0
C100399,Tariq Hashmi,Gold,150,1,84.03,2024-12-16,51,4,2024,14102,8057.04,5704.0,26,0.5713,chip,Entertainment,1283.17,1
C100400,Tariq Shah,Blue,20,1,38.71,2024-11-25,48,4,2024,2862,1781.72,512.34,8,0.6225,chip,Utilities,419.18,0
C100401,Ali Qureshi,Silver,50,1,68.75,2024-09-23,39,3,2024,6676,1190.25,1307.19,14,0.1783,chip,Shopping,227.58,0
C100402,Hussain Aslam,Platinum,300,1,252.25,2024-07-01,27,3,2024,21225,994.94,19757.16,51,0.0469,swipe,Travel,206.58,0
C100403,Aisha Khan,Silver,50,1,84.52,2024-04-15,16,2,2024,6319,1421.79,2455.21,15,0.225,chip,Food,293.6,0
C100404,Rehan Shah,Blue,20,1,25.26,2024-07-29,31,3,2024,3480,434.99,847.46,9,0.125,online,Healthcare,78.01,1
C100405,Mumtaz Aziz,Gold,150,1,150.08,2024-06-03,23,2,2024,14254,4377.47,18186.31,41,0.3071,chip,Bills,925.83,0
C100406,Sara Aziz,Blue,20,1,38.25,2024-11-25,48,4,2024,2446,1474.18,257.85,6,0.6027,swipe,Grocery,389.61,1
C100407,Leen Hashmi,Platinum,300,1,406.39,2024-04-29,18,2,2024,37227,10863.38,40348.6,87,0.2918,chip,Healthcare,2009.79,1
C100408,Salma Nazir,Blue,20,1,24.21,2024-12-02,49,4,2024,1845,478.52,20.46,1,0.2594,swipe,Travel,114.18,1
C100409,Hussain Khalil,Blue,20,1,24.37,2024-06-24,26,2,2024,3101,1174.5,629.88,11,0.3787,swipe,Bills,173.8,0
C100410,Khalid Butt,Silver,50,1,26.45,2024-05-13,20,2,2024,7189,1781.91,2087.68,15,0.2479,swipe,Grocery,404.0,0
C100411,Ateeq Zafar,Gold,150,1,32.18,2024-01-29,5,1,2024,14757,1600.54,8277.05,20,0.1085,online,Fuel,447.48,0
C100412,Rana Farooq,Silver,50,1,57.15,2024-10-14,42,4,2024,5373,2441.67,1931.39,19,0.4544,chip,Shopping,537.9,1
C100413,Zain Saleem,Silver,50,1,44.3,2024-04-22,17,2,2024,9406,4336.4,1942.81,13,0.461,swipe,Bills,670.04,1
C100414,Mohammad Qureshi,Blue,20,1,25.56,2024-03-11,11,1,2024,3467,1473.17,312.43,6,0.4249,chip,Food,346.15,0
C100415,Sara Qureshi,Blue,20,1,17.65,2024-06-10,24,2,2024,2840,1719.81,440.99,7,0.6056,online,Grocery,375.69,0
C100416,Ali Shah,Gold,150,1,134.0,2024-04-22,17,2,2024,15837,7154.59,15311.72,30,0.4518,swipe,Food,1123.92,0
C100417,Aisha Saleem,Silver,50,1,39.59,2024-06-03,23,2,2024,5673,2205.38,1206.68,11,0.3888,online,Grocery,649.45,0
C100418,Mohammad Nawaz,Blue,20,1,21.51,2024-06-03,23,2,2024,1883,1555.58,143.65,3,0.8261,swipe,Fuel,230.79,1
C100419,Asad Yousaf,Platinum,300,0,291.48,2024-04-08,15,2,2024,27514,12410.01,32116.86,65,0.451,swipe,Bills,3611.35,0
C100420,Hafsa Malik,Blue,20,1,32.89,2024-04-29,18,2,2024,2949,693.21,584.58,8,0.2351,swipe,Shopping,180.93,0
C100421,Mohammad Zafar,Blue,20,1,30.91,2024-06-03,23,2,2024,2354,1172.58,53.98,1,0.4981,chip,Utilities,184.5,0
C100422,Hafsa Iqbal,Silver,50,1,57.86,2024-03-11,11,1,2024,7443,1698.99,2275.2,10,0.2283,swipe,Entertainment,254.96,1
C100423,Bilal Saleem,Gold,150,1,165.54,2024-07-08,28,3,2024,17612,5038.99,7612.78,28,0.2861,online,Grocery,1033.93,0
C100424,Rohail Malik,Gold,150,1,127.24,2024-10-28,44,4,2024,13397,3184.48,17064.0,33,0.2377,swipe,Food,552.89,0
C100425,Hussain Qureshi,Blue,20,1,41.61,2024-07-15,29,3,2024,2454,790.7,216.74,4,0.3222,swipe,Shopping,119.87,0
C100426,Ibrahim Qureshi,Blue,20,1,49.31,2024-10-21,43,4,2024,2382,372.75,200.49,5,0.1565,chip,Travel,98.28,1
C100427,Latif Farooq,Blue,20,1,34.53,2024-07-01,27,3,2024,2654,427.34,202.82,5,0.161,chip,Education,86.51,0
C100428,Khalid Riaz,Blue,20,1,31.9,2024-12-16,51,4,2024,3661,458.94,998.78,10,0.1254,online,Fuel,70.58,1
C100429,Zara Malik,Blue,20,1,28.28,2024-07-01,27,3,2024,1967,960.89,33.65,1,0.4885,online,Bills,153.05,1
C100430,Maryam Javed,Gold,150,1,129.04,2024-07-22,30,3,2024,14448,6551.24,4492.29,20,0.4534,online,Bills,1299.31,0
C100431,Hafsa Anjum,Silver,50,1,58.69,2024-03-11,11,1,2024,6421,3109.83,2994.47,17,0.4843,chip,Food,916.33,1
C100432,Bilal Malik,Blue,20,1,28.18,2024-12-16,51,4,2024,2092,362.04,224.33,6,0.1731,swipe,Grocery,72.83,0
C100433,Khalid Ullah,Gold,150,1,74.31,2024-01-29,5,1,2024,8783,4632.47,2871.28,16,0.5274,chip,Education,1340.39,0
C100434,Hassan Saleem,Gold,150,1,198.52,2024-02-26,9,1,2024,16694,413.41,17118.94,36,0.0248,chip,Education,120.76,0
C100435,Kiran Iqbal,Gold,150,1,4.58,2024-01-15,3,1,2024,12367,782.82,4731.62,14,0.0633,online,Healthcare,133.38,0
C100436,Sana Ullah,Blue,20,1,26.04,2024-03-11,11,1,2024,1563,501.86,113.76,4,0.3211,chip,Fuel,111.87,0
C100437,Hafsa Mir,Blue,20,1,23.86,2024-10-07,41,4,2024,3061,129.48,140.1,8,0.0423,online,Food,35.33,0
C100438,Nadia Malik,Silver,50,1,75.09,2024-09-23,39,3,2024,5145,966.41,2104.55,16,0.1878,chip,Bills,206.37,0
C100439,Nadia Naeem,Gold,150,1,218.75,2024-09-02,36,3,2024,17749,9794.43,11433.58,40,0.5518,online,Fuel,1806.71,0
C100440,Nadia Javed,Blue,20,1,29.74,2024-04-22,17,2,2024,1340,943.38,109.41,4,0.704,chip,Entertainment,185.24,1
C100441,Naveed Shah,Silver,50,1,70.94,2024-04-29,18,2,2024,6542,1036.27,1353.57,9,0.1584,chip,Grocery,154.73,0
C100442,Hafsa Javed,Silver,50,1,17.48,2024-01-29,5,1,2024,6344,3072.89,3113.24,16,0.4844,chip,Fuel,486.62,0
C100443,Nadia Nawaz,Platinum,300,0,143.07,2024-03-25,13,1,2024,30591,7389.91,57256.47,56,0.2416,chip,Utilities,2029.09,0
C100444,Farah Ullah,Silver,50,1,44.46,2024-06-24,26,2,2024,7940,1109.23,1641.85,12,0.1397,swipe,Fuel,202.86,0
C100445,Yasir Pervez,Platinum,300,1,256.81,2024-09-09,37,3,2024,24631,7225.71,41953.18,63,0.2934,swipe,Entertainment,1609.46,1
C100446,Ahmed Ahmed,Blue,20,1,17.7,2024-01-08,2,1,2024,3060,808.17,191.31,4,0.2641,swipe,Education,191.22,1
C100447,Salma Rashid,Gold,150,1,40.48,2024-03-25,13,1,2024,12795,4365.28,4444.41,19,0.3412,online,Food,1175.22,1
C100448,Rida Khalil,Platinum,300,1,259.78,2024-09-23,39,3,2024,31047,2090.86,52436.51,72,0.0673,online,Grocery,620.82,0
C100449,Rehan Yousaf,Blue,20,1,23.3,2024-03-04,10,1,2024,2644,683.32,164.29,3,0.2584,chip,Healthcare,96.66,0
C100450,Rana Mir,Blue,20,1,27.46,2024-10-14,42,4,2024,2900,1335.13,776.26,9,0.4604,swipe,Fuel,312.03,0
C100451,Bilal Batool,Silver,50,1,78.08,2024-06-03,23,2,2024,5677,565.52,1487.5,19,0.0996,swipe,Entertainment,129.85,0
C100452,Mohammad Khalil,Platinum,300,1,64.7,2024-10-14,42,4,2024,20888,4284.26,17677.29,43,0.2051,chip,Travel,1204.19,0
C100453,Salma Qureshi,Gold,150,1,90.16,2024-09-09,37,3,2024,15763,4208.78,10843.5,30,0.267,chip,Shopping,772.61,0
C100454,Hafsa Nawaz,Platinum,300,1,198.98,2024-02-12,7,1,2024,27684,13842.79,67521.86,68,0.5,swipe,Shopping,2223.85,0
C100455,Khalid Rashid,Blue,20,1,30.73,2024-05-06,19,2,2024,3579,2707.14,309.56,5,0.7564,chip,Food,555.01,1
C100456,Latif Hashmi,Silver,50,1,28.53,2024-07-29,31,3,2024,11403,5399.22,8399.11,28,0.4735,online,Healthcare,1331.03,0
C100457,Nadia Anjum,Gold,150,1,138.8,2024-10-21,43,4,2024,21637,11598.68,14212.55,40,0.5361,swipe,Utilities,3284.28,1
C100458,Aisha Naeem,Gold,150,1,45.18,2024-06-10,24,2,2024,13200,4571.16,5338.33,29,0.3463,online,Grocery,738.68,1
C100459,Noor Saleem,Silver,50,1,15.49,2024-10-07,41,4,2024,7917,798.65,2763.75,15,0.1009,chip,Shopping,128.46,0
C100460,Salma Saleem,Silver,50,1,39.04,2024-11-25,48,4,2024,8638,2038.66,1785.87,14,0.236,chip,Fuel,567.37,0
C100461,Noor Hussain,Blue,20,1,16.88,2024-04-01,14,2,2024,3890,1804.06,287.16,4,0.4638,online,Bills,443.61,0
C100462,Mumtaz Javed,Gold,150,1,94.83,2024-02-19,8,1,2024,18362,7707.82,12134.54,33,0.4198,chip,Healthcare,1751.32,0
C100463,Rana Malik,Blue,20,1,33.35,2024-02-12,7,1,2024,3557,2324.3,252.85,6,0.6534,online,Fuel,484.45,0
C100464,Zain Khan,Blue,20,1,32.26,2024-02-05,6,1,2024,2355,1341.85,242.26,5,0.5698,online,Grocery,238.98,1
C100465,Rehan Siddiqui,Silver,50,1,30.69,2024-02-12,7,1,2024,7262,293.83,1476.67,19,0.0405,swipe,Bills,62.27,0
C100466,Asad Saleem,Silver,50,1,73.87,2024-01-22,4,1,2024,7384,1191.11,1359.32,12,0.1613,online,Education,287.98,0
C100467,Bilal Pervez,Blue,20,1,15.55,2024-12-16,51,4,2024,2798,1997.77,149.53,5,0.714,swipe,Grocery,537.03,1
C100468,Farah Naeem,Silver,50,0,73.25,2024-10-28,44,4,2024,7251,1736.62,1409.76,19,0.2395,chip,Bills,273.84,1
C100469,Nadia Pervez,Silver,50,0,46.2,2024-12-16,51,4,2024,5608,2390.89,650.26,10,0.4263,online,Fuel,339.63,0
C100470,Naveed Sheikh,Blue,20,1,28.66,2024-12-30,1,4,2024,2425,452.44,432.04,6,0.1866,chip,Bills,130.78,0
C100471,Noman Naeem,Silver,50,0,50.5,2024-03-11,11,1,2024,5390,2873.53,492.72,7,0.5331,chip,Education,435.28,1
C100472,Noor Rashid,Gold,150,1,124.94,2024-07-29,31,3,2024,8466,3120.48,3275.19,18,0.3686,chip,Healthcare,633.0,1
C100473,Sara Pervez,Silver,50,1,56.11,2024-01-29,5,1,2024,5781,1009.62,1637.12,20,0.1746,chip,Healthcare,172.22,0
C100474,Zubair Zafar,Platinum,300,1,173.58,2024-01-01,1,1,2024,37829,5767.94,72159.65,83,0.1525,swipe,Fuel,1638.8,0
C100475,Sara Anjum,Silver,50,1,63.12,2024-10-28,44,4,2024,6733,1425.87,1037.06,13,0.2118,swipe,Grocery,259.51,0
C100476,Kiran Abbasi,Blue,20,1,34.31,2024-09-30,40,4,2024,3334,198.08,459.83,6,0.0594,online,Healthcare,34.4,0
C100477,Rana Yousaf,Gold,150,1,174.72,2024-05-20,21,2,2024,20997,6855.58,14226.57,45,0.3265,online,Travel,1480.99,0
C100478,Rehan Hussain,Silver,50,1,35.04,2024-12-16,51,4,2024,8635,1776.04,3269.25,17,0.2057,chip,Food,287.44,0
C100479,Ibrahim Saleem,Silver,50,1,44.14,2024-06-03,23,2,2024,7619,2571.79,1796.06,15,0.3375,online,Entertainment,524.53,0
C100480,Zain Riaz,Blue,20,1,35.14,2024-08-12,33,3,2024,3107,3000.67,321.31,6,0.9658,online,Entertainment,817.59,0
C100481,Tariq Mir,Blue,20,1,13.42,2024-07-22,30,3,2024,3132,909.57,404.79,7,0.2904,swipe,Education,177.64,0
C100482,Asad Pervez,Blue,20,1,31.33,2024-01-29,5,1,2024,2663,1560.59,234.17,6,0.586,online,Bills,344.39,0
C100483,Noman Saleem,Silver,50,1,60.83,2024-04-08,15,2,2024,6425,1441.16,1210.4,7,0.2243,chip,Utilities,428.73,1
C100484,Fatima Ullah,Silver,50,1,42.93,2024-07-01,27,3,2024,5416,2555.33,2311.85,12,0.4718,online,Bills,577.58,0
C100485,Ali Batool,Blue,20,1,37.79,2024-10-28,44,4,2024,3900,985.61,360.33,6,0.2527,online,Travel,215.33,0
C100486,Naveed Yousaf,Silver,50,1,44.73,2024-05-06,19,2,2024,7314,1418.9,2047.66,15,0.194,swipe,Grocery,240.17,0
C100487,Nadia Hussain,Blue,20,1,6.51,2024-04-15,16,2,2024,2216,1336.69,226.22,3,0.6032,chip,Utilities,279.69,0
C100488,Ibrahim Mir,Silver,50,1,45.33,2024-12-09,50,4,2024,10282,3046.68,5137.53,22,0.2963,chip,Education,447.82,0
C100489,Omar Nazir,Gold,150,1,106.72,2024-11-04,45,4,2024,16228,4954.95,9853.74,28,0.3053,online,Entertainment,1103.66,0
C100490,Nadia Riaz,Blue,20,1,25.03,2024-08-26,35,3,2024,3147,964.95,277.51,7,0.3066,online,Bills,160.13,0
C100491,Rehan Yousaf,Blue,20,1,28.83,2024-12-02,49,4,2024,4372,1114.95,1241.92,11,0.255,online,Bills,204.32,0
C100492,Tariq Sheikh,Blue,20,1,45.82,2024-01-29,5,1,2024,3059,786.41,553.54,8,0.2571,online,Entertainment,157.7,0
C100493,Ibrahim Javed,Gold,150,0,131.62,2024-11-25,48,4,2024,13827,7993.93,5345.13,32,0.5781,online,Utilities,2298.7,1
C100494,Hafsa Saleem,Blue,20,1,46.01,2024-10-28,44,4,2024,1615,781.34,202.8,5,0.4838,online,Shopping,155.52,0
C100495,Ateeq Mir,Silver,50,1,27.58,2024-07-29,31,3,2024,7084,1010.47,642.41,10,0.1426,online,Healthcare,223.78,0
C100496,Rida Khalil,Platinum,300,1,145.28,2024-06-24,26,2,2024,32321,6480.76,34106.43,66,0.2005,swipe,Utilities,955.08,0
C100497,Naveed Ullah,Platinum,300,1,304.88,2024-05-27,22,2,2024,15864,7741.99,12128.71,31,0.488,chip,Bills,1742.79,1
C100498,Zain Siddiqui,Blue,20,1,34.78,2024-10-07,41,4,2024,3685,2277.85,330.83,8,0.6181,chip,Shopping,347.78,0
C100499,Bilal Nawaz,Blue,20,1,15.42,2024-07-29,31,3,2024,2641,691.29,322.16,5,0.2618,online,Shopping,159.86,0
C100500,Yahya Farooq,Platinum,300,1,302.25,2024-11-18,47,4,2024,21279,5711.71,18670.68,43,0.2684,swipe,Fuel,1249.98,0
C100501,Aisha Siddiqui,Platinum,300,1,126.69,2024-12-09,50,4,2024,29683,11487.27,26674.6,56,0.387,online,Bills,3139.23,0
C100502,Fatima Riaz,Platinum,300,1,182.37,2024-04-08,15,2,2024,36765,2910.17,45138.92,74,0.0792,online,Healthcare,655.18,0
C100503,Imran Malik,Blue,20,1,28.03,2024-02-05,6,1,2024,4510,3255.6,255.72,6,0.7219,online,Shopping,662.2,0
C100504,Omar Zafar,Gold,150,1,213.23,2024-05-20,21,2,2024,14679,4329.41,3153.72,29,0.2949,chip,Travel,949.9,0
C100505,Noor Siddiqui,Gold,150,1,128.09,2024-03-04,10,1,2024,11230,9009.02,8688.56,32,0.8022,swipe,Healthcare,1799.22,0
C100506,Rehan Iqbal,Platinum,300,1,226.93,2024-01-15,3,1,2024,48921,19080.44,133607.15,88,0.39,swipe,Utilities,4281.07,0
C100507,Mohammad Saleem,Blue,20,1,9.53,2024-04-01,14,2,2024,4246,265.42,747.4,7,0.0625,chip,Food,75.17,0
C100508,Hafsa Qureshi,Gold,150,1,159.39,2024-03-04,10,1,2024,11690,1539.15,2086.09,14,0.1317,chip,Healthcare,258.75,0
C100509,Maryam Butt,Blue,20,1,52.39,2024-05-27,22,2,2024,1834,833.41,103.34,4,0.4544,online,Bills,168.73,0
C100510,Hamza Iqbal,Platinum,300,0,3.8,2024-06-24,26,2,2024,23693,1801.17,21979.39,45,0.076,online,Shopping,312.79,0
C100511,Noor Ullah,Platinum,300,1,180.23,2024-04-22,17,2,2024,25400,10756.76,20269.36,46,0.4235,chip,Travel,2465.32,1
C100512,Ateeq Yousaf,Silver,50,1,24.64,2024-12-30,1,4,2024,8175,3885.07,985.07,11,0.4752,swipe,Food,841.94,0
C100513,Khalid Abbasi,Silver,50,1,64.26,2024-01-22,4,1,2024,6276,2358.85,1516.69,11,0.3759,swipe,Grocery,344.72,0
C100514,Ateeq Hussain,Gold,150,1,121.8,2024-07-08,28,3,2024,18244,8133.9,15886.04,35,0.4458,chip,Bills,1664.06,1
C100515,Sara Rashid,Gold,150,1,82.33,2024-06-03,23,2,2024,11706,1113.24,7115.78,28,0.0951,online,Grocery,304.21,0
C100516,Ibrahim Nazir,Gold,150,1,150.92,2024-02-19,8,1,2024,11702,3104.93,5784.37,22,0.2653,swipe,Fuel,576.4,1
C100517,Ali Naeem,Blue,20,1,38.95,2024-04-08,15,2,2024,2282,1000.52,99.39,3,0.4384,online,Bills,181.61,0
C100518,Farah Khalil,Silver,50,1,50.02,2024-10-07,41,4,2024,10347,6182.37,3005.18,26,0.5975,online,Utilities,1450.05,0
C100519,Naveed Zafar,Blue,20,1,38.44,2024-02-12,7,1,2024,2658,1089.1,480.03,7,0.4097,chip,Fuel,278.05,0
C100520,Sara Ahmed,Gold,150,1,166.83,2024-02-19,8,1,2024,18671,497.24,19771.91,48,0.0266,online,Utilities,142.54,0
C100521,Yahya Javed,Silver,50,1,70.27,2024-03-25,13,1,2024,5197,351.95,1236.23,9,0.0677,chip,Entertainment,53.45,0
C100522,Zara Iqbal,Gold,150,1,140.88,2024-01-22,4,1,2024,13292,4963.36,4482.9,22,0.3734,chip,Travel,844.09,0
C100523,Noor Zafar,Silver,50,1,20.03,2024-11-11,46,4,2024,7960,947.3,1927.57,12,0.119,online,Grocery,199.01,0
C100524,Hamza Butt,Blue,20,1,32.4,2024-08-19,34,3,2024,2330,1356.4,358.3,8,0.5821,online,Healthcare,325.17,0
C100525,Naveed Naeem,Silver,50,1,10.69,2024-03-25,13,1,2024,7174,1293.73,1843.07,14,0.1803,chip,Travel,196.07,0
C100526,Fatima Riaz,Blue,20,1,37.06,2024-10-28,44,4,2024,2181,1472.7,307.93,5,0.6752,online,Fuel,369.42,0
C100527,Omar Nazir,Silver,50,1,42.74,2024-01-15,3,1,2024,5708,1576.08,1961.3,14,0.2761,swipe,Travel,239.2,0
C100528,Rana Anjum,Platinum,300,1,482.1,2024-01-29,5,1,2024,33363,10155.67,56473.94,66,0.3044,online,Shopping,2853.51,1
C100529,Noman Abbasi,Gold,150,1,147.67,2024-04-22,17,2,2024,13507,1582.94,7819.98,37,0.1172,swipe,Shopping,234.06,0
C100530,Salma Anjum,Silver,50,1,51.1,2024-09-02,36,3,2024,8920,1369.24,2658.23,21,0.1535,online,Healthcare,395.62,0
C100531,Zubair Saleem,Platinum,300,1,233.73,2024-11-25,48,4,2024,29717,6500.82,28502.14,74,0.2188,chip,Bills,1602.09,0
C100532,Rana Riaz,Blue,20,1,32.16,2024-06-10,24,2,2024,3182,566.4,360.75,6,0.178,chip,Shopping,101.7,0
C100533,Fatima Shah,Blue,20,1,19.85,2024-07-22,30,3,2024,3308,339.16,567.05,8,0.1025,chip,Grocery,60.99,0
C100534,Kiran Farooq,Blue,20,1,15.94,2024-06-10,24,2,2024,4453,1444.38,367.71,6,0.3244,chip,Education,301.33,0
C100535,Ateeq Anjum,Silver,50,1,75.81,2024-10-07,41,4,2024,10313,1693.65,3358.14,15,0.1642,chip,Grocery,242.78,0
C100536,Salma Mir,Blue,20,1,28.1,2024-04-15,16,2,2024,3358,2339.58,391.39,8,0.6967,swipe,Education,363.12,0
C100537,Asad Pervez,Blue,20,1,25.42,2024-08-19,34,3,2024,3350,935.34,319.89,8,0.2792,online,Bills,204.88,0
C100538,Tariq Siddiqui,Gold,150,1,171.98,2024-08-19,34,3,2024,18501,5341.77,6897.45,43,0.2887,chip,Grocery,795.14,0
C100539,Bilal Khan,Blue,20,1,12.3,2024-05-27,22,2,2024,2698,1321.28,364.19,4,0.4897,swipe,Bills,196.41,0
C100540,Zain Hussain,Platinum,300,1,465.97,2024-07-22,30,3,2024,21515,9797.61,11058.55,52,0.4554,chip,Entertainment,2161.07,0
C100541,Yasir Anjum,Platinum,300,1,223.44,2024-08-19,34,3,2024,18510,9575.81,18148.9,37,0.5173,chip,Shopping,1752.94,1
C100542,Sara Hussain,Platinum,300,1,204.35,2024-10-28,44,4,2024,36752,1082.9,81731.46,73,0.0295,chip,Education,222.81,0
C100543,Rida Shah,Blue,20,1,45.99,2024-09-23,39,3,2024,3288,2200.8,612.95,7,0.6693,swipe,Food,487.61,0
C100544,Leen Pervez,Silver,50,0,13.93,2024-03-25,13,1,2024,5739,2647.73,1790.63,11,0.4614,swipe,Fuel,679.46,1
C100545,Hussain Anjum,Silver,50,1,46.84,2024-06-10,24,2,2024,6502,968.69,2676.43,21,0.149,swipe,Healthcare,158.91,0
C100546,Tariq Ullah,Gold,150,1,82.83,2024-07-22,30,3,2024,16074,5031.7,9185.43,32,0.313,online,Entertainment,1314.26,0
C100547,Hussain Malik,Silver,50,1,68.4,2024-09-16,38,3,2024,7085,2155.88,1500.54,10,0.3043,online,Bills,575.08,0
C100548,Zubair Mir,Blue,20,1,35.42,2024-12-30,1,4,2024,3532,328.18,340.62,4,0.0929,online,Shopping,50.97,0
C100549,Hussain Khalil,Gold,150,0,126.05,2024-09-09,37,3,2024,13347,1871.95,8641.16,24,0.1403,swipe,Shopping,328.34,0
C100550,Farah Aziz,Silver,50,1,72.03,2024-12-02,49,4,2024,8818,1897.57,4042.65,17,0.2152,swipe,Healthcare,335.52,0
C100551,Mumtaz Sheikh,Platinum,300,1,369.6,2024-01-01,1,1,2024,33199,16157.87,32915.64,59,0.4867,swipe,Grocery,2517.96,1
C100552,Sara Hussain,Gold,150,1,153.16,2024-03-18,12,1,2024,14134,2497.67,5625.14,26,0.1767,online,Entertainment,484.07,0
C100553,Fatima Khalil,Gold,150,1,114.46,2024-09-30,40,4,2024,16871,1735.73,7119.95,35,0.1029,chip,Shopping,358.21,0
C100554,Zain Nazir,Platinum,300,1,339.84,2024-04-22,17,2,2024,19185,14751.18,26734.97,45,0.7689,swipe,Bills,2569.78,1
C100555,Rohail Naeem,Gold,150,1,135.09,2024-12-16,51,4,2024,14555,5729.8,10490.88,33,0.3937,swipe,Food,1206.24,0
C100556,Nadia Iqbal,Platinum,300,0,283.69,2024-06-03,23,2,2024,38799,6696.88,88004.01,80,0.1726,swipe,Food,1648.36,1
C100557,Khalid Rashid,Gold,150,1,88.1,2024-08-12,33,3,2024,10229,5962.82,4078.85,24,0.5829,chip,Shopping,1105.07,0
C100558,Mumtaz Hashmi,Gold,150,1,86.12,2024-04-08,15,2,2024,17212,3886.02,9577.94,32,0.2258,online,Education,981.47,0
C100559,Aisha Butt,Platinum,300,1,397.59,2024-02-26,9,1,2024,21009,3341.08,25968.73,57,0.159,online,Food,522.89,0
C100560,Zubair Javed,Blue,20,1,19.67,2024-05-06,19,2,2024,3457,457.75,543.83,8,0.1324,chip,Shopping,99.71,0
C100561,Sara Hussain,Blue,20,1,13.25,2024-01-22,4,1,2024,3765,2175.61,226.67,4,0.5779,swipe,Fuel,414.82,0
C100562,Maryam Siddiqui,Gold,150,1,63.26,2024-02-05,6,1,2024,13142,718.35,8357.46,27,0.0547,swipe,Shopping,115.17,0
C100563,Omar Shah,Blue,20,1,28.17,2024-07-29,31,3,2024,2094,1788.84,79.12,3,0.8543,swipe,Bills,460.35,1
C100564,Farah Qureshi,Platinum,300,1,225.6,2024-06-17,25,2,2024,34311,1149.74,45550.01,56,0.0335,online,Entertainment,198.31,0
C100565,Salma Shah,Silver,50,1,78.14,2024-11-25,48,4,2024,5506,2484.38,1586.43,12,0.4512,chip,Grocery,617.06,0
C100566,Latif Qureshi,Platinum,300,1,243.36,2024-11-11,46,4,2024,32669,5107.58,38675.55,61,0.1563,chip,Food,920.85,0
C100567,Zara Aslam,Platinum,300,0,254.93,2024-07-15,29,3,2024,42506,12607.99,91245.85,94,0.2966,online,Bills,3169.21,0
C100568,Ateeq Ullah,Silver,50,1,34.77,2024-09-16,38,3,2024,9136,4781.05,2115.77,10,0.5233,swipe,Education,926.04,0
C100569,Yahya Saleem,Gold,150,1,162.99,2024-02-12,7,1,2024,10759,2344.79,3528.77,27,0.2179,chip,Travel,570.04,0
C100570,Mumtaz Aziz,Blue,20,1,21.77,2024-12-09,50,4,2024,3368,541.75,280.67,4,0.1609,swipe,Utilities,128.3,0
C100571,Leen Pervez,Blue,20,1,11.05,2024-12-23,52,4,2024,2858,1160.64,313.14,7,0.4061,swipe,Healthcare,308.42,0
C100572,Aisha Hashmi,Gold,150,1,153.41,2024-06-17,25,2,2024,16439,5855.13,11622.73,33,0.3562,chip,Grocery,1525.13,1
C100573,Omar Naeem,Blue,20,1,55.72,2024-04-22,17,2,2024,1943,418.75,93.5,3,0.2155,online,Healthcare,113.08,0
C100574,Rehan Iqbal,Blue,20,1,25.62,2024-02-26,9,1,2024,3035,921.84,258.1,7,0.3037,swipe,Food,162.51,0
